Ticker,Date,UpSwing,SwingLow,SwingHigh,LowTime,HighTime,Fib_0.382,Fib_0.5,Fib_0.618,Fib_1.0,Fib_1.272,Fib_1.618
ABFRL,2021-01-01,True,165.9,168.8,2021-01-01 09:15:00,2021-01-01 10:55:00,167.0078,167.35000000000002,167.6922,168.8,169.58880000000002,170.59220000000002
ABFRL,2021-01-04,False,164.1,168.65,2021-01-04 11:00:00,2021-01-04 09:15:00,166.9119,166.375,165.8381,164.1,162.86239999999998,161.2881
ABFRL,2021-01-05,False,163.5,165.5,2021-01-05 10:05:00,2021-01-05 09:20:00,164.736,164.5,164.264,163.5,162.956,162.264
ABFRL,2021-01-06,False,164.6,168.05,2021-01-06 10:10:00,2021-01-06 09:15:00,166.7321,166.325,165.9179,164.6,163.6616,162.4679
ABFRL,2021-01-07,False,165.75,168.2,2021-01-07 10:25:00,2021-01-07 09:15:00,167.26409999999998,166.975,166.6859,165.75,165.0836,164.23590000000002
ABFRL,2021-01-08,True,168.0,170.55,2021-01-08 09:15:00,2021-01-08 09:40:00,168.9741,169.275,169.57590000000002,170.55,171.24360000000001,172.12590000000003
ABFRL,2021-01-11,False,165.6,169.7,2021-01-11 10:30:00,2021-01-11 09:15:00,168.13379999999998,167.64999999999998,167.1662,165.6,164.4848,163.0662
ABFRL,2021-01-12,True,167.4,175.9,2021-01-12 09:15:00,2021-01-12 11:00:00,170.647,171.65,172.65300000000002,175.9,178.21200000000002,181.15300000000002
ABFRL,2021-01-13,True,175.0,179.7,2021-01-13 09:30:00,2021-01-13 10:20:00,176.7954,177.35,177.9046,179.7,180.9784,182.60459999999998
ABFRL,2021-01-14,False,177.15,182.35,2021-01-14 09:30:00,2021-01-14 09:15:00,180.3636,179.75,179.1364,177.15,175.7356,173.93640000000002
ABFRL,2021-01-15,False,176.4,180.75,2021-01-15 09:45:00,2021-01-15 09:15:00,179.0883,178.575,178.0617,176.4,175.2168,173.7117
ABFRL,2021-01-18,False,170.8,176.5,2021-01-18 10:40:00,2021-01-18 09:15:00,174.3226,173.65,172.97740000000002,170.8,169.24960000000002,167.27740000000003
ABFRL,2021-01-19,True,170.55,173.2,2021-01-19 09:15:00,2021-01-19 09:30:00,171.5623,171.875,172.1877,173.2,173.92079999999999,174.83769999999998
ABFRL,2021-01-20,True,173.6,175.75,2021-01-20 09:25:00,2021-01-20 09:45:00,174.4213,174.675,174.9287,175.75,176.3348,177.0787
ABFRL,2021-01-21,False,179.1,194.8,2021-01-21 10:55:00,2021-01-21 09:15:00,188.8026,186.95,185.0974,179.1,174.8296,169.39739999999998
ABFRL,2021-01-22,True,171.15,175.6,2021-01-22 09:25:00,2021-01-22 09:50:00,172.8499,173.375,173.9001,175.6,176.8104,178.3501
ABFRL,2021-01-25,False,168.75,173.2,2021-01-25 09:25:00,2021-01-25 09:15:00,171.5001,170.975,170.44989999999999,168.75,167.5396,165.9999
ABFRL,2021-01-27,True,161.05,166.4,2021-01-27 09:50:00,2021-01-27 10:35:00,163.0937,163.72500000000002,164.3563,166.4,167.8552,169.7063
ABFRL,2021-01-28,False,154.15,164.8,2021-01-28 11:00:00,2021-01-28 09:15:00,160.73170000000002,159.47500000000002,158.2183,154.15,151.2532,147.5683
ABFRL,2021-01-29,True,154.0,157.6,2021-01-29 09:15:00,2021-01-29 09:55:00,155.3752,155.8,156.2248,157.6,158.5792,159.82479999999998
ABFRL,2021-02-01,True,148.5,154.25,2021-02-01 09:20:00,2021-02-01 10:50:00,150.6965,151.375,152.0535,154.25,155.814,157.8035
ABFRL,2021-02-02,False,151.35,156.15,2021-02-02 10:45:00,2021-02-02 09:15:00,154.3164,153.75,153.1836,151.35,150.0444,148.3836
ABFRL,2021-02-03,True,150.25,152.5,2021-02-03 09:15:00,2021-02-03 10:05:00,151.1095,151.375,151.6405,152.5,153.112,153.8905
ABFRL,2021-02-04,False,150.5,152.0,2021-02-04 09:30:00,2021-02-04 09:15:00,151.427,151.25,151.073,150.5,150.092,149.573
ABFRL,2021-02-05,True,158.0,161.9,2021-02-05 09:20:00,2021-02-05 10:35:00,159.4898,159.95,160.4102,161.9,162.9608,164.3102
ABFRL,2021-02-08,False,166.75,172.3,2021-02-08 11:00:00,2021-02-08 09:15:00,170.1799,169.525,168.8701,166.75,165.2404,163.3201
ABFRL,2021-02-09,False,165.9,172.25,2021-02-09 09:50:00,2021-02-09 09:25:00,169.8243,169.075,168.3257,165.9,164.1728,161.97570000000002
ABFRL,2021-02-10,False,163.05,167.85,2021-02-10 10:40:00,2021-02-10 09:15:00,166.0164,165.45,164.8836,163.05,161.7444,160.08360000000002
ABFRL,2021-02-11,True,166.0,172.2,2021-02-11 09:15:00,2021-02-11 09:55:00,168.3684,169.1,169.83159999999998,172.2,173.88639999999998,176.03159999999997
ABFRL,2021-02-12,False,166.1,168.85,2021-02-12 09:20:00,2021-02-12 09:15:00,167.7995,167.475,167.1505,166.1,165.352,164.4005
ABFRL,2021-02-15,True,166.6,169.95,2021-02-15 09:15:00,2021-02-15 10:25:00,167.87969999999999,168.27499999999998,168.6703,169.95,170.8612,172.0203
ABFRL,2021-02-16,False,165.8,168.25,2021-02-16 09:30:00,2021-02-16 09:15:00,167.3141,167.025,166.73590000000002,165.8,165.1336,164.28590000000003
ABFRL,2021-02-17,False,161.8,164.55,2021-02-17 09:55:00,2021-02-17 09:15:00,163.4995,163.175,162.8505,161.8,161.05200000000002,160.1005
ABFRL,2021-02-18,False,161.2,163.95,2021-02-18 09:45:00,2021-02-18 09:15:00,162.8995,162.575,162.2505,161.2,160.452,159.5005
ABFRL,2021-02-19,False,161.9,164.2,2021-02-19 10:05:00,2021-02-19 09:20:00,163.32139999999998,163.05,162.7786,161.9,161.2744,160.47860000000003
ABFRL,2021-02-22,True,164.7,168.4,2021-02-22 09:15:00,2021-02-22 09:30:00,166.11339999999998,166.55,166.9866,168.4,169.40640000000002,170.68660000000003
ABFRL,2021-02-23,True,166.0,169.4,2021-02-23 09:30:00,2021-02-23 10:00:00,167.2988,167.7,168.1012,169.4,170.3248,171.5012
ABFRL,2021-02-24,True,170.0,176.0,2021-02-24 09:15:00,2021-02-24 10:55:00,172.292,173.0,173.708,176.0,177.632,179.708
ABFRL,2021-02-25,False,176.35,185.0,2021-02-25 10:25:00,2021-02-25 09:15:00,181.6957,180.675,179.6543,176.35,173.9972,171.0043
ABFRL,2021-02-26,True,176.25,183.25,2021-02-26 09:15:00,2021-02-26 09:50:00,178.924,179.75,180.576,183.25,185.154,187.576
ABFRL,2021-03-01,True,182.45,195.8,2021-03-01 09:30:00,2021-03-01 10:55:00,187.5497,189.125,190.7003,195.8,199.43120000000002,204.05030000000002
ABFRL,2021-03-02,True,195.0,205.0,2021-03-02 09:15:00,2021-03-02 09:30:00,198.82,200.0,201.18,205.0,207.72,211.18
ABFRL,2021-03-03,True,208.3,216.9,2021-03-03 09:15:00,2021-03-03 09:45:00,211.58520000000001,212.60000000000002,213.6148,216.9,219.2392,222.2148
ABFRL,2021-03-04,True,204.6,212.1,2021-03-04 09:15:00,2021-03-04 09:25:00,207.465,208.35,209.23499999999999,212.1,214.14,216.73499999999999
ABFRL,2021-03-05,False,212.8,221.2,2021-03-05 11:00:00,2021-03-05 09:15:00,217.9912,217.0,216.0088,212.8,210.51520000000002,207.60880000000003
ABFRL,2021-03-08,False,215.15,219.3,2021-03-08 10:40:00,2021-03-08 09:15:00,217.71470000000002,217.22500000000002,216.7353,215.15,214.0212,212.5853
ABFRL,2021-03-09,False,218.9,223.7,2021-03-09 10:45:00,2021-03-09 09:15:00,221.8664,221.3,220.7336,218.9,217.5944,215.9336
ABFRL,2021-03-10,True,215.45,218.6,2021-03-10 09:15:00,2021-03-10 09:45:00,216.6533,217.02499999999998,217.39669999999998,218.6,219.4568,220.5467
ABFRL,2021-03-12,False,218.65,221.25,2021-03-12 11:00:00,2021-03-12 09:20:00,220.2568,219.95,219.6432,218.65,217.9428,217.0432
ABFRL,2021-03-15,False,214.1,220.1,2021-03-15 09:40:00,2021-03-15 09:15:00,217.808,217.1,216.392,214.1,212.468,210.392
ABFRL,2021-03-16,False,214.1,218.0,2021-03-16 11:00:00,2021-03-16 09:15:00,216.5102,216.05,215.5898,214.1,213.0392,211.6898
ABFRL,2021-03-17,False,212.65,215.95,2021-03-17 10:45:00,2021-03-17 09:20:00,214.6894,214.3,213.9106,212.65,211.75240000000002,210.6106
ABFRL,2021-03-18,False,206.05,215.0,2021-03-18 09:15:00,2021-03-18 09:15:00,211.5811,210.525,209.46890000000002,206.05,203.61560000000003,200.51890000000003
ABFRL,2021-03-19,True,196.0,209.2,2021-03-19 09:30:00,2021-03-19 10:55:00,201.0424,202.6,204.1576,209.2,212.79039999999998,217.3576
ABFRL,2021-03-22,False,202.65,207.65,2021-03-22 10:15:00,2021-03-22 09:20:00,205.74,205.15,204.56,202.65,201.29,199.56
ABFRL,2021-03-23,False,203.6,207.05,2021-03-23 10:30:00,2021-03-23 09:25:00,205.7321,205.325,204.9179,203.6,202.6616,201.4679
ABFRL,2021-03-24,False,197.15,203.35,2021-03-24 10:15:00,2021-03-24 09:20:00,200.9816,200.25,199.5184,197.15,195.4636,193.31840000000003
ABFRL,2021-03-25,False,190.0,195.35,2021-03-25 09:20:00,2021-03-25 09:15:00,193.3063,192.675,192.0437,190.0,188.5448,186.6937
ABFRL,2021-03-26,True,194.65,198.7,2021-03-26 09:20:00,2021-03-26 10:30:00,196.1971,196.675,197.1529,198.7,199.80159999999998,201.20289999999997
ABFRL,2021-03-30,False,200.45,207.65,2021-03-30 10:20:00,2021-03-30 09:15:00,204.8996,204.05,203.2004,200.45,198.49159999999998,196.00039999999998
ABFRL,2021-03-31,False,199.25,204.95,2021-03-31 10:45:00,2021-03-31 09:15:00,202.77259999999998,202.1,201.4274,199.25,197.6996,195.72740000000002
ABFRL,2021-04-01,False,200.6,207.0,2021-04-01 11:00:00,2021-04-01 09:35:00,204.55519999999999,203.8,203.0448,200.6,198.8592,196.64479999999998
ABFRL,2021-04-05,False,188.5,198.5,2021-04-05 10:30:00,2021-04-05 09:15:00,194.68,193.5,192.32,188.5,185.78,182.32
ABFRL,2021-04-06,True,185.05,193.5,2021-04-06 09:15:00,2021-04-06 10:25:00,188.27790000000002,189.275,190.2721,193.5,195.7984,198.72209999999998
ABFRL,2021-04-07,True,188.0,194.95,2021-04-07 09:15:00,2021-04-07 09:40:00,190.6549,191.475,192.2951,194.95,196.8404,199.24509999999998
ABFRL,2021-04-08,False,189.05,194.4,2021-04-08 10:15:00,2021-04-08 09:15:00,192.3563,191.72500000000002,191.0937,189.05,187.59480000000002,185.74370000000002
ABFRL,2021-04-09,True,189.0,192.85,2021-04-09 09:15:00,2021-04-09 09:55:00,190.4707,190.925,191.3793,192.85,193.8972,195.2293
ABFRL,2021-04-12,False,173.5,185.0,2021-04-12 09:30:00,2021-04-12 09:15:00,180.607,179.25,177.893,173.5,170.372,166.393
ABFRL,2021-04-13,False,172.25,177.65,2021-04-13 10:55:00,2021-04-13 09:25:00,175.5872,174.95,174.3128,172.25,170.7812,168.9128
ABFRL,2021-04-15,False,169.25,175.25,2021-04-15 10:40:00,2021-04-15 09:15:00,172.958,172.25,171.542,169.25,167.618,165.542
ABFRL,2021-04-16,True,171.5,177.5,2021-04-16 09:20:00,2021-04-16 10:50:00,173.792,174.5,175.208,177.5,179.132,181.208
ABFRL,2021-04-19,False,164.5,167.95,2021-04-19 09:45:00,2021-04-19 09:25:00,166.63209999999998,166.225,165.8179,164.5,163.5616,162.36790000000002
ABFRL,2021-04-20,True,167.0,172.8,2021-04-20 09:15:00,2021-04-20 11:00:00,169.2156,169.9,170.58440000000002,172.8,174.3776,176.38440000000003
ABFRL,2021-04-22,True,170.2,175.85,2021-04-22 09:15:00,2021-04-22 10:25:00,172.35829999999999,173.02499999999998,173.6917,175.85,177.3868,179.3417
ABFRL,2021-04-23,False,172.65,177.2,2021-04-23 10:50:00,2021-04-23 09:15:00,175.46189999999999,174.925,174.3881,172.65,171.41240000000002,169.83810000000003
ABFRL,2021-04-26,False,172.95,177.3,2021-04-26 09:20:00,2021-04-26 09:15:00,175.63830000000002,175.125,174.61169999999998,172.95,171.7668,170.26169999999996
ABFRL,2021-04-27,True,174.05,180.45,2021-04-27 09:15:00,2021-04-27 10:15:00,176.4948,177.25,178.0052,180.45,182.1908,184.40519999999998
ABFRL,2021-04-28,False,181.55,184.7,2021-04-28 09:15:00,2021-04-28 09:15:00,183.4967,183.125,182.7533,181.55,180.69320000000002,179.60330000000002
ABFRL,2021-04-29,False,179.2,184.2,2021-04-29 10:50:00,2021-04-29 10:25:00,182.29,181.7,181.10999999999999,179.2,177.83999999999997,176.10999999999999
ABFRL,2021-04-30,False,175.35,177.6,2021-04-30 09:55:00,2021-04-30 09:20:00,176.7405,176.475,176.2095,175.35,174.738,173.9595
ABFRL,2021-05-03,True,173.5,178.6,2021-05-03 09:15:00,2021-05-03 10:20:00,175.44819999999999,176.05,176.6518,178.6,179.9872,181.7518
ABFRL,2021-05-04,False,178.5,184.0,2021-05-04 10:45:00,2021-05-04 09:15:00,181.899,181.25,180.601,178.5,177.004,175.101
ABFRL,2021-05-05,False,173.6,179.6,2021-05-05 10:10:00,2021-05-05 09:15:00,177.308,176.6,175.892,173.6,171.968,169.892
ABFRL,2021-05-06,False,172.25,176.7,2021-05-06 10:30:00,2021-05-06 09:40:00,175.0001,174.475,173.94989999999999,172.25,171.0396,169.4999
ABFRL,2021-05-07,False,175.1,176.95,2021-05-07 09:15:00,2021-05-07 09:15:00,176.24329999999998,176.02499999999998,175.80669999999998,175.1,174.5968,173.95669999999998
ABFRL,2021-05-10,False,175.15,177.9,2021-05-10 10:05:00,2021-05-10 09:15:00,176.8495,176.525,176.2005,175.15,174.40200000000002,173.4505
ABFRL,2021-05-11,True,175.3,178.1,2021-05-11 09:15:00,2021-05-11 09:25:00,176.3696,176.7,177.03040000000001,178.1,178.86159999999998,179.8304
ABFRL,2021-05-12,False,180.6,183.85,2021-05-12 10:30:00,2021-05-12 09:25:00,182.6085,182.225,181.8415,180.6,179.716,178.5915
ABFRL,2021-05-14,True,183.25,189.3,2021-05-14 09:35:00,2021-05-14 10:05:00,185.5611,186.275,186.9889,189.3,190.9456,193.0389
ABFRL,2021-05-17,True,181.5,185.7,2021-05-17 09:20:00,2021-05-17 10:20:00,183.1044,183.6,184.0956,185.7,186.8424,188.29559999999998
ABFRL,2021-05-18,True,189.2,194.2,2021-05-18 09:15:00,2021-05-18 09:55:00,191.10999999999999,191.7,192.29,194.2,195.56,197.29
ABFRL,2021-05-19,False,188.3,192.8,2021-05-19 10:20:00,2021-05-19 09:35:00,191.08100000000002,190.55,190.019,188.3,187.07600000000002,185.519
ABFRL,2021-05-20,True,185.1,188.9,2021-05-20 09:30:00,2021-05-20 10:30:00,186.5516,187.0,187.4484,188.9,189.9336,191.2484
ABFRL,2021-05-21,False,184.5,186.95,2021-05-21 10:40:00,2021-05-21 09:15:00,186.01409999999998,185.725,185.4359,184.5,183.8336,182.98590000000002
ABFRL,2021-05-24,False,187.0,191.0,2021-05-24 10:05:00,2021-05-24 09:15:00,189.472,189.0,188.528,187.0,185.912,184.528
ABFRL,2021-05-25,False,188.8,193.4,2021-05-25 10:45:00,2021-05-25 09:15:00,191.6428,191.10000000000002,190.55720000000002,188.8,187.5488,185.9572
ABFRL,2021-05-26,True,185.4,189.65,2021-05-26 09:25:00,2021-05-26 10:00:00,187.0235,187.525,188.0265,189.65,190.806,192.2765
ABFRL,2021-05-27,False,184.5,187.3,2021-05-27 09:35:00,2021-05-27 09:15:00,186.2304,185.9,185.5696,184.5,183.73839999999998,182.7696
ABFRL,2021-05-28,True,185.1,188.25,2021-05-28 09:15:00,2021-05-28 10:30:00,186.3033,186.675,187.0467,188.25,189.1068,190.1967
ABFRL,2021-05-31,False,185.7,190.5,2021-05-31 09:15:00,2021-05-31 09:15:00,188.66639999999998,188.1,187.5336,185.7,184.3944,182.73359999999997
ABFRL,2021-06-01,False,193.65,200.0,2021-06-01 11:00:00,2021-06-01 09:40:00,197.5743,196.825,196.0757,193.65,191.9228,189.72570000000002
ABFRL,2021-06-02,True,196.5,200.5,2021-06-02 09:15:00,2021-06-02 09:30:00,198.028,198.5,198.972,200.5,201.588,202.972
ABFRL,2021-06-03,False,198.25,200.85,2021-06-03 10:00:00,2021-06-03 09:15:00,199.8568,199.55,199.2432,198.25,197.5428,196.6432
ABFRL,2021-06-04,True,201.0,208.95,2021-06-04 09:15:00,2021-06-04 09:25:00,204.0369,204.975,205.9131,208.95,211.11239999999998,213.86309999999997
ABFRL,2021-06-07,True,204.55,208.85,2021-06-07 09:20:00,2021-06-07 10:20:00,206.1926,206.7,207.2074,208.85,210.0196,211.5074
ABFRL,2021-06-08,False,201.05,207.35,2021-06-08 10:15:00,2021-06-08 09:15:00,204.9434,204.2,203.4566,201.05,199.33640000000003,197.15660000000003
ABFRL,2021-06-09,True,206.05,211.5,2021-06-09 09:20:00,2021-06-09 10:50:00,208.1319,208.775,209.4181,211.5,212.98239999999998,214.8681
ABFRL,2021-06-10,True,205.35,210.8,2021-06-10 09:15:00,2021-06-10 10:50:00,207.4319,208.075,208.7181,210.8,212.28240000000002,214.1681
ABFRL,2021-06-11,True,207.35,211.35,2021-06-11 09:15:00,2021-06-11 09:20:00,208.878,209.35,209.822,211.35,212.438,213.822
ABFRL,2021-06-14,False,201.5,208.0,2021-06-14 09:30:00,2021-06-14 09:15:00,205.517,204.75,203.983,201.5,199.732,197.483
ABFRL,2021-06-15,False,204.7,207.85,2021-06-15 10:45:00,2021-06-15 09:20:00,206.64669999999998,206.27499999999998,205.9033,204.7,203.8432,202.7533
ABFRL,2021-06-16,False,202.8,205.75,2021-06-16 10:25:00,2021-06-16 09:15:00,204.6231,204.275,203.92690000000002,202.8,201.9976,200.97690000000003
ABFRL,2021-06-17,True,200.0,206.75,2021-06-17 09:15:00,2021-06-17 10:30:00,202.5785,203.375,204.1715,206.75,208.586,210.9215
ABFRL,2021-06-18,False,193.8,204.4,2021-06-18 10:55:00,2021-06-18 09:15:00,200.35080000000002,199.10000000000002,197.8492,193.8,190.91680000000002,187.2492
ABFRL,2021-06-21,True,196.65,202.6,2021-06-21 09:15:00,2021-06-21 10:20:00,198.9229,199.625,200.3271,202.6,204.2184,206.2771
ABFRL,2021-06-22,True,202.35,207.0,2021-06-22 09:15:00,2021-06-22 09:50:00,204.1263,204.675,205.2237,207.0,208.2648,209.8737
ABFRL,2021-06-23,True,210.5,215.55,2021-06-23 09:20:00,2021-06-23 09:30:00,212.4291,213.025,213.6209,215.55,216.92360000000002,218.67090000000002
ABFRL,2021-06-24,False,206.5,214.0,2021-06-24 10:55:00,2021-06-24 09:15:00,211.135,210.25,209.365,206.5,204.46,201.865
ABFRL,2021-06-25,False,208.5,214.7,2021-06-25 10:00:00,2021-06-25 09:15:00,212.33159999999998,211.6,210.8684,208.5,206.8136,204.66840000000002
ABFRL,2021-06-28,True,220.15,224.75,2021-06-28 09:20:00,2021-06-28 09:25:00,221.90720000000002,222.45,222.9928,224.75,226.0012,227.5928
ABFRL,2021-06-29,False,214.15,220.0,2021-06-29 11:00:00,2021-06-29 09:15:00,217.7653,217.075,216.3847,214.15,212.55880000000002,210.53470000000002
ABFRL,2021-06-30,True,213.0,222.8,2021-06-30 09:15:00,2021-06-30 10:35:00,216.74360000000001,217.9,219.0564,222.8,225.46560000000002,228.8564
ABFRL,2021-07-01,True,214.05,218.55,2021-07-01 09:25:00,2021-07-01 09:35:00,215.769,216.3,216.83100000000002,218.55,219.774,221.33100000000002
ABFRL,2021-07-02,True,214.35,216.95,2021-07-02 09:15:00,2021-07-02 09:40:00,215.3432,215.64999999999998,215.9568,216.95,217.6572,218.55679999999998
ABFRL,2021-07-05,False,213.2,217.85,2021-07-05 10:40:00,2021-07-05 09:30:00,216.0737,215.52499999999998,214.97629999999998,213.2,211.93519999999998,210.32629999999997
ABFRL,2021-07-06,True,216.0,221.0,2021-07-06 09:15:00,2021-07-06 09:20:00,217.91,218.5,219.09,221.0,222.36,224.09
ABFRL,2021-07-07,False,213.4,216.2,2021-07-07 10:55:00,2021-07-07 09:15:00,215.1304,214.8,214.46959999999999,213.4,212.63840000000002,211.6696
ABFRL,2021-07-08,True,214.0,219.9,2021-07-08 09:15:00,2021-07-08 10:05:00,216.2538,216.95,217.6462,219.9,221.50480000000002,223.5462
ABFRL,2021-07-09,True,213.0,218.2,2021-07-09 09:15:00,2021-07-09 10:10:00,214.9864,215.6,216.21359999999999,218.2,219.6144,221.41359999999997
ABFRL,2021-07-12,True,213.15,216.0,2021-07-12 09:55:00,2021-07-12 10:30:00,214.2387,214.575,214.9113,216.0,216.7752,217.7613
ABFRL,2021-07-13,True,213.6,226.0,2021-07-13 09:35:00,2021-07-13 10:15:00,218.33679999999998,219.8,221.26319999999998,226.0,229.3728,233.66320000000002
ABFRL,2021-07-14,False,225.0,231.65,2021-07-14 10:00:00,2021-07-14 09:20:00,229.1097,228.325,227.5403,225.0,223.1912,220.8903
ABFRL,2021-07-15,False,225.05,228.85,2021-07-15 09:25:00,2021-07-15 09:15:00,227.3984,226.95,226.5016,225.05,224.0164,222.7016
ABFRL,2021-07-16,False,222.5,227.85,2021-07-16 10:25:00,2021-07-16 09:50:00,225.8063,225.175,224.5437,222.5,221.0448,219.1937
ABFRL,2021-07-19,True,220.0,224.5,2021-07-19 09:15:00,2021-07-19 09:25:00,221.719,222.25,222.781,224.5,225.724,227.281
ABFRL,2021-07-20,False,205.1,221.2,2021-07-20 10:45:00,2021-07-20 09:15:00,215.0498,213.14999999999998,211.2502,205.1,200.7208,195.15019999999998
ABFRL,2021-07-22,True,210.35,214.7,2021-07-22 09:15:00,2021-07-22 09:35:00,212.0117,212.52499999999998,213.0383,214.7,215.8832,217.3883
ABFRL,2021-07-23,False,215.3,221.8,2021-07-23 10:40:00,2021-07-23 09:15:00,219.317,218.55,217.78300000000002,215.3,213.532,211.28300000000002
ABFRL,2021-07-26,True,215.4,220.6,2021-07-26 09:15:00,2021-07-26 10:20:00,217.3864,218.0,218.6136,220.6,222.0144,223.81359999999998
ABFRL,2021-07-27,True,217.05,224.9,2021-07-27 09:15:00,2021-07-27 10:05:00,220.0487,220.97500000000002,221.90130000000002,224.9,227.0352,229.75130000000001
ABFRL,2021-07-28,False,213.1,222.6,2021-07-28 10:45:00,2021-07-28 09:15:00,218.971,217.85,216.72899999999998,213.1,210.516,207.22899999999998
ABFRL,2021-07-29,False,222.6,228.4,2021-07-29 11:00:00,2021-07-29 09:20:00,226.1844,225.5,224.8156,222.6,221.0224,219.01559999999998
ABFRL,2021-07-30,True,221.8,232.45,2021-07-30 09:40:00,2021-07-30 11:00:00,225.8683,227.125,228.3817,232.45,235.34679999999997,239.03169999999997
ABFRL,2021-08-02,False,221.7,229.5,2021-08-02 09:35:00,2021-08-02 09:15:00,226.5204,225.6,224.6796,221.7,219.5784,216.87959999999998
