Ticker,Date,UpSwing,SwingLow,SwingHigh,LowTime,HighTime,Fib_0.382,Fib_0.5,Fib_0.618,Fib_1.0,Fib_1.272,Fib_1.618
ABFRL,2021-08-03,True,222.55,227.45,2021-08-03 09:15:00,2021-08-03 09:55:00,224.4218,225.0,225.5782,227.45,228.78279999999998,230.4782
ABFRL,2021-08-04,False,220.65,224.8,2021-08-04 10:35:00,2021-08-04 09:15:00,223.21470000000002,222.72500000000002,222.2353,220.65,219.5212,218.0853
ABFRL,2021-08-05,False,212.0,217.85,2021-08-05 09:30:00,2021-08-05 09:15:00,215.6153,214.925,214.2347,212.0,210.4088,208.3847
ABFRL,2021-08-06,False,212.7,215.35,2021-08-06 10:35:00,2021-08-06 09:15:00,214.33769999999998,214.02499999999998,213.7123,212.7,211.9792,211.0623
ABFRL,2021-08-09,False,211.0,215.4,2021-08-09 11:00:00,2021-08-09 09:40:00,213.7192,213.2,212.6808,211.0,209.8032,208.2808
ABFRL,2021-08-10,False,208.25,212.0,2021-08-10 10:20:00,2021-08-10 09:25:00,210.5675,210.125,209.6825,208.25,207.23,205.9325
ABFRL,2021-08-11,False,196.85,207.6,2021-08-11 10:05:00,2021-08-11 09:20:00,203.49349999999998,202.225,200.9565,196.85,193.926,190.2065
ABFRL,2021-08-12,True,208.0,212.75,2021-08-12 09:15:00,2021-08-12 10:45:00,209.8145,210.375,210.9355,212.75,214.042,215.6855
ABFRL,2021-08-13,True,208.3,210.95,2021-08-13 09:15:00,2021-08-13 09:30:00,209.3123,209.625,209.9377,210.95,211.67079999999999,212.58769999999998
ABFRL,2021-08-16,True,204.2,207.9,2021-08-16 09:40:00,2021-08-16 11:00:00,205.61339999999998,206.05,206.4866,207.9,208.90640000000002,210.18660000000003
ABFRL,2021-08-17,True,204.95,208.5,2021-08-17 09:20:00,2021-08-17 10:40:00,206.3061,206.725,207.1439,208.5,209.4656,210.6939
ABFRL,2021-08-18,False,203.15,208.0,2021-08-18 09:35:00,2021-08-18 09:15:00,206.1473,205.575,205.0027,203.15,201.8308,200.1527
ABFRL,2021-08-20,False,200.4,204.55,2021-08-20 10:50:00,2021-08-20 09:35:00,202.96470000000002,202.47500000000002,201.9853,200.4,199.2712,197.8353
ABFRL,2021-08-23,False,192.45,203.7,2021-08-23 10:35:00,2021-08-23 09:15:00,199.40249999999997,198.075,196.7475,192.45,189.39,185.4975
ABFRL,2021-08-24,True,189.35,197.35,2021-08-24 10:00:00,2021-08-24 11:00:00,192.406,193.35,194.29399999999998,197.35,199.52599999999998,202.29399999999998
ABFRL,2021-08-25,True,198.15,200.85,2021-08-25 09:15:00,2021-08-25 09:25:00,199.1814,199.5,199.8186,200.85,201.5844,202.5186
ABFRL,2021-08-26,True,197.1,202.25,2021-08-26 09:15:00,2021-08-26 09:35:00,199.0673,199.675,200.2827,202.25,203.6508,205.4327
ABFRL,2021-08-27,False,198.25,201.55,2021-08-27 09:30:00,2021-08-27 09:20:00,200.2894,199.9,199.5106,198.25,197.3524,196.2106
ABFRL,2021-08-30,True,203.4,209.5,2021-08-30 09:15:00,2021-08-30 10:15:00,205.7302,206.45,207.1698,209.5,211.1592,213.2698
ABFRL,2021-08-31,True,207.4,210.8,2021-08-31 09:35:00,2021-08-31 10:50:00,208.6988,209.10000000000002,209.5012,210.8,211.72480000000002,212.90120000000002
ABFRL,2021-09-01,False,206.1,210.35,2021-09-01 10:55:00,2021-09-01 09:30:00,208.7265,208.225,207.7235,206.1,204.944,203.4735
ABFRL,2021-09-02,True,208.0,212.8,2021-09-02 09:15:00,2021-09-02 10:50:00,209.83360000000002,210.4,210.9664,212.8,214.1056,215.76640000000003
ABFRL,2021-09-03,False,214.85,219.9,2021-09-03 10:45:00,2021-09-03 09:15:00,217.9709,217.375,216.7791,214.85,213.47639999999998,211.7291
ABFRL,2021-09-06,False,217.0,221.3,2021-09-06 10:50:00,2021-09-06 09:15:00,219.6574,219.15,218.64260000000002,217.0,215.8304,214.3426
ABFRL,2021-09-07,False,214.0,217.7,2021-09-07 09:20:00,2021-09-07 09:15:00,216.2866,215.85,215.4134,214.0,212.99360000000001,211.7134
ABFRL,2021-09-08,True,215.0,218.9,2021-09-08 09:15:00,2021-09-08 10:00:00,216.4898,216.95,217.4102,218.9,219.9608,221.3102
ABFRL,2021-09-09,True,213.0,216.0,2021-09-09 09:35:00,2021-09-09 10:25:00,214.146,214.5,214.854,216.0,216.816,217.854
ABFRL,2021-09-13,True,214.0,219.0,2021-09-13 09:15:00,2021-09-13 10:00:00,215.91,216.5,217.09,219.0,220.36,222.09
ABFRL,2021-09-14,True,216.0,217.9,2021-09-14 09:15:00,2021-09-14 09:25:00,216.7258,216.95,217.1742,217.9,218.4168,219.07420000000002
